Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-08-12	Lieksa	Pohjois-Karjala (PK)	Suomi	63.38734	30.45203		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	X	2023-10-01 [10:18-11:51]	Raasepori	Varsinais-Suomi (V)	Suomi	60.038236	23.72329	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-27	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.01852	24.47763		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-27	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.0184	24.47756		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	X	2023-09-27 [9:46-11:31]	Espoo, Vihti	Uusimaa (U), Varsinais-Suomi (V)	Suomi	60.32343	24.525371	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-25	Ylöjärvi	Etelä-Häme (EH)	Suomi	61.561269	23.519543	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-25	Tohmajärvi	Pohjois-Karjala (PK)	Suomi	62.197696	30.293704	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	3	2023-09-25	Loppi	Etelä-Häme (EH)	Suomi	60.698784	24.34165	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	Useita, laajemmalla alueella samassa metsässä	2023-09-24	Inari	Inarin Lappi (InL)	Suomi	68.611837	27.337744		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-23	Lieto	Varsinais-Suomi (V)	Suomi	60.510783	22.409336	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-22	Sipoo	Uusimaa (U)	Suomi	60.30295	25.19346		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	X	2023-09-22 [17:45-19:02]	Inkoo, Raasepori	Uusimaa (U), Varsinais-Suomi (V)	Suomi	60.055086	23.675094	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	1	2023-09-21	Rovaniemi	Perä-Pohjanmaa (PeP)	Suomi	66.62095	25.57438	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-21 - 2023-09-22	Hyvinkää	Uusimaa (U)	Suomi	60.535232	24.676232	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-20	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.23993	25.89392		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-17	Harjavalta, Nakkila, Pori, Ulvila	Satakunta (St)	Suomi	61.5	22.1		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-17	Sipoo	Uusimaa (U)	Suomi	60.46279	25.18894		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-17	Helsinki	Uusimaa (U)	Suomi	60.23582	25.12327		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-16	Kirkkonummi	Uusimaa (U)	Suomi	60.14836	24.44202		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-16	Salo	Varsinais-Suomi (V)	Suomi	60.44687	23.21943		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-16	Espoo	Uusimaa (U)	Suomi	60.31487	24.75613		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-16	Tampere	Etelä-Häme (EH)	Suomi	61.43282	23.87186		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-15	Siuntio	Uusimaa (U)	Suomi	60.2305	24.26528		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-15	Iisalmi	Pohjois-Savo (PS)	Suomi	63.6483	27.19686		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-15	Iisalmi	Pohjois-Savo (PS)	Suomi	63.65081	27.19493		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-15	Kirkkonummi	Uusimaa (U)	Suomi	59.989571	24.436611	Sure	NEUTRAL	Notebook, general observations
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-12 - 2023-09-14	Espoo	Uusimaa (U)	Suomi	60.334937	24.687604	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-12	Lahti	Etelä-Häme (EH)	Suomi	60.983265	25.623195	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-11	Vihti	Varsinais-Suomi (V)	Suomi	60.316065	24.451825	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-11	Kirkkonummi	Uusimaa (U)	Suomi	59.99306	24.44778		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-10	Hyvinkää, Nurmijärvi, Tuusula, Vantaa	Uusimaa (U)	Suomi	60.5	24.9		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-09	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.1639	24.44925		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-09 [10:25]	Tampere	Etelä-Häme (EH)	Suomi	61.462895	23.812427	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-08	Espoo, Vihti	Uusimaa (U), Varsinais-Suomi (V)	Suomi	60.317297	24.523639	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-07 - 2023-09-09	Helsinki, Vantaa	Uusimaa (U)	Suomi	60.274847	25.160767	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-07 [10:39-10:53]	Jämijärvi	Satakunta (St)	Suomi	61.77094	22.747545	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	3	2023-09-07	Jämijärvi	Satakunta (St)	Suomi	61.78013	22.759942	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-06	Rovaniemi	Perä-Pohjanmaa (PeP)	Suomi	66.87749	25.8348	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-06	Iisalmi	Pohjois-Savo (PS)	Suomi	63.6519	27.19795		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-03	Espoo	Uusimaa (U)	Suomi	60.30546	24.72996		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-03	Vantaa	Uusimaa (U)	Suomi	60.28571	25.19021		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	20	2023-09-02	Heinola	Etelä-Häme (EH)	Suomi	61.203098	26.090287	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2023-09-02 [12:28-13:30]	Muurame	Etelä-Häme (EH)	Suomi	62.162989	25.72646	Sure	NEUTRAL	The Atlas of Finnish Fungi
