Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)	X	2025-08-26 [12:22-15:13]	Espoo	Uusimaa (U)	Suomi	60.102784	24.670313	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-24 [7:28-18:13]	Kaarina	Varsinais-Suomi (V)	Suomi	60.397262	22.299088	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-23	Pöytyä	Satakunta (St)	Suomi	60.74299	22.42064		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-23	Kokkola	Keski-Pohjanmaa (KP)	Suomi	63.878829	23.28797	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-21 [7:12-15:15]	Kaarina	Varsinais-Suomi (V)	Suomi	60.425862	22.362651	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-20	Porvoo	Uusimaa (U)	Suomi	60.43137	25.71045		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-19 [17:12] - 2025-08-22 [18:56]	Salo	Varsinais-Suomi (V)	Suomi	60.476541	23.076528	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)	Esiintymä	2025-08-17	Ylöjärvi	Satakunta (St)	Suomi	61.70007	23.251145	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-17	Porvoo	Uusimaa (U)	Suomi	60.40347	25.74507		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-17	Helsinki	Uusimaa (U)	Suomi	60.26003	24.92538		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-13	Lieksa	Pohjois-Karjala (PK)	Suomi	63.347402	30.779534	Sure	NEUTRAL	The Atlas of Finnish Fungi
