Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Vantaa	Uusimaa (U)	Suomi	60.34916	25.07343		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Mikkeli	Etelä-Savo (ES)	Suomi	61.44854	27.62616		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Kaarina, Lieto, Masku, Nousiainen, Raisio, Rusko, Turku	Varsinais-Suomi (V)	Suomi	60.5	22.3		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Espoo	Uusimaa (U)	Suomi	60.30598	24.52942		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Vantaa	Uusimaa (U)	Suomi	60.34907	25.07321		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	1	2025-05-17 [18:45]	Hamina	Etelä-Karjala (EK)	Suomi	60.640082	27.291862	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Lapinlahti	Pohjois-Savo (PS)	Suomi	63.40221	27.30328		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Kerava	Uusimaa (U)	Suomi	60.37448	25.13225		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Turku	Varsinais-Suomi (V)	Suomi	60.417	22.32165		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-17	Joutsa	Etelä-Savo (ES)	Suomi	61.92703	26.30349		NEUTRAL	iNaturalist Suomi Finland
